id,title,score_badge,score_text,score_subtext,thumbnail,site,full_address,full_description,room
710,相遇民宿,8.5,非常好,25 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/143452266.jpg?k=38f9e9ddbd3120bfd27715a61b3c2562ee961dd8a9f9607eac829891302c5409,https://www.booking.com/hotel/tw/xiang-yu-min-su-hualien-city.zh-tw.html,花蓮縣花蓮市Hualien City花蓮市中正路169巷1-1號 (近東大門夜市),"相遇民宿位於花蓮市。
每間客房均配有空調和平面電視。所有客房都配有私人衛浴。亦備有拖鞋和免費盥洗用品。
民宿設有共用廚房，並提供 2 輛自行車。共用大廳提供咖啡、茶包、飲料和小吃。
民宿還提供汽車租賃服務。距離松園 2.6 公里，距離花蓮文化創意產業園 1.3 公里。",特大雙人床房－附陽台、標準雙人房
711,月光海洋民宿,9.1,好極了,18 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/150063770.jpg?k=1eebc420c9c7b2fd2f1bc4df4a3993e5953a8bf1b69a86a2a911c02f4b8a7531,https://www.booking.com/hotel/tw/yue-guang-hai-yang-min-su.zh-tw.html,花蓮縣花蓮市Hualien City五權街18-1號,"Moonlight Ocean 位於花蓮市，提供附空調和 WiFi（免費）的住宿，距離 Beibin Park Beach 100 公尺。
Moonlight Ocean 設有附淋浴設施的私人衛浴，並提供平面電視、拖鞋和吹風機。
這間住宿附近的人氣景點包括松園別館、花蓮鐵道文化園區和東線鐵道遺址。最近的機場是花蓮機場，距離 Moonlight Ocean 6 公里。",加大雙人床房、四人房－附私人衛浴
712,玫瑰花園民宿,8,非常好,58 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/293997065.jpg?k=1f52f2bce2d1454cb69d05a7bdbd207886558dbb9aa8a78c184f845cd99e6613,https://www.booking.com/hotel/tw/roseland-homestay-hualien.zh-tw.html,花蓮縣花蓮市Hualien City公園路7號之1,"預訂玫瑰花園民宿可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
玫瑰花園民宿提供溫馨住宿，距離市中心僅 1 分鐘步行路程，距離花蓮火車站約 5 分鐘車程，設有陽光露台、花園和免費無線網路。
玫瑰花園民宿客房內均鋪木地板，設有舒適的床鋪和私人衛浴，配備平面有線電視和座椅休憩區。
玫瑰花園民宿提供免費自行車租借，每日提供早餐，周邊即有數家當地小吃店、牛排館和中式料理餐廳。
民宿距離花蓮機場 15 分鐘車程，距離遠雄海洋公園 25 分鐘車程，距離太魯閣國家公園 35 分鐘車程，距離兆豐休閒農場 40 分鐘車程。",標準雙床房、標準雙人房、豪華雙人房、標準家庭房、豪華家庭房
713,花蓮七星潭海韻民宿,7.6,好,38 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/49727440.jpg?k=5482c8d197ddd975bd65bae7f1e55e92e5c585e7803fc5e4132e851e3e3f08e0,https://www.booking.com/hotel/tw/hua-lian-qi-xing-tan-hai-yun-min-su.zh-tw.html,花蓮縣大漢村民有街38號,"Hualien Haiyun B&B 位於大漢村，提供 WiFi（免費）、空調、免費自行車租借服務和共用休息室，距離 Qixingtan Beach 1.2 公里，距離七星潭海濱公園 2.4 公里。
Hualien Haiyun B&B 有露台。
這間住宿提供腳踏車租借服務和租車服務。住客可以在附近騎自行車。
最近的機場是花蓮機場，距離 Hualien Haiyun B&B 2 公里。",雙人房、四人房
714,太魯閣-全欣民宿,8.8,很棒,6 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/287103141.jpg?k=9fa4c98b7247d2efe7518a423c17578de30e2b776e8b88dffd9f3908d02b6856,https://www.booking.com/hotel/tw/quan-xin-min-su-xin-cheng-xiang.zh-tw.html,"花蓮縣新城鄉Floor, No. 150, Zhongzheng Road2","太魯閣-全欣民宿位在新城鄉，距離 Chongde Beach 2.3 公里，距離長春祠 6 公里，提供WiFi（免費），享有海景。
所有房型提供空調，部分房型有平面電視、洗衣機、電熱水壺和廚房。
太魯閣-全欣民宿距離七星柴魚博物館 11 公里，距離清水斷崖 11 公里。最近的機場是花蓮機場，距離這間住宿 12 公里。",雙人房－附私人衛浴、三人房－附私人衛浴、四人房－附私人衛浴、舒適四人房
715,花蓮緩緩民宿,,,,https://cf.bstatic.com/xdata/images/hotel/square600/319114230.jpg?k=ae48b37c2677d00880d3fffb956bde09d36184e910df4c9372e271a48f9a962b,https://www.booking.com/hotel/tw/hua-lian-huan-huan-min-su-hua-lian-xian.zh-tw.html,花蓮縣吉安吉豐路二段419號,"花蓮緩緩民宿位於吉安，距離知卡宣森林公園 1.7 公里，距離吉安慶修院不到 1.8 公里，設有共用休息室、花園和 WiFi（免費）。
所有房型都有戶外休息區、空調、平面電視，以及私人衛浴，並提供淋浴設施和拖鞋。
花蓮緩緩民宿距離蓮城蓮花園 2.3 公里，距離花蓮慈惠堂 2.9 公里。最近的機場是花蓮機場，距離這間住宿 9 公里。",豪華四人房、雙人房
716,七星燈塔,8.6,很棒,73 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/71294623.jpg?k=1c24578c9b2f69081a572de6f545b58165faa2aedbec7cad8221392f59d1aadf,https://www.booking.com/hotel/tw/qi-xing-deng-ta.zh-tw.html,花蓮縣大漢村七星街59號,"Lighthouse B&B 距離 Qixingtan Beach 60 公尺，有共用休息室和露台，為了旅客的方便還提供客房服務。 Lighthouse B&B 免費提供 WiFi 和私人停車位。
所有房型都有陽台、空調、平面電視，以及私人衛浴，並提供淋浴設施和拖鞋。
這間住宿距離七星潭海濱公園不到 1 公里。最近的機場是花蓮機場，距離 Lighthouse B&B 1 公里。",標準雙人房、標準三人房、標準四人房、海景豪華雙人房－附陽台
717,蓮緣民宿,8.8,很棒,48 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/123708590.jpg?k=ed08e8f6e2044ac3699ccf9c04890dd31d84c616532bbe0969a3baa0cea40871,https://www.booking.com/hotel/tw/lian-yuan-min-su-hua-lian-xian-ji-an-xiang.zh-tw.html,花蓮縣吉安吉安路六段53號,"蓮緣民宿位於吉安，距離蓮城蓮花園不到 900 公尺，距離花​​蓮火車站則是 20 分鐘的開車車程。館內設有共用休息室，並提供免費 WiFi ，另設有免費停車場。
客房配有電視，私人衛浴內則附免費盥洗用品、吹風機、淋浴。
民宿每日早晨供應早餐，提供美式和亞洲式餐點。
民宿距離吉安慶修院和知卡宣森林公園為 10 分鐘的開車車程。",園景雙人房、園景雙人房、三人房－附陽台、家庭套房－附陽台、豪華四人房、標準四人房、家庭小型套房
718,花蓮旅人的家民宿,8,非常好,26 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/27912415.jpg?k=2059f9e28276a29f4b19f0d4dd9c44f214fb5d128650fd091edc5e7985c350db,https://www.booking.com/hotel/tw/travelers-home-homestay.zh-tw.html,花蓮縣花蓮市Hualien City介林九街3-2號,"預訂花蓮旅人的家民宿可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
花蓮旅人的家民宿位於花蓮，距離花蓮火車站有 10 分鐘車程，擁有友善、有機健康和低碳環保的氛圍。環保型民宿可在預訂時提供收費的烹飪課程。館內提供免費 WiFi。
民宿距離七星潭有 15 分鐘的車程。距離太魯閣國家公園有 30 分鐘的車程。
客房均設有有線電視和空調。私人衛浴配有淋浴、吹風機和免費盥洗用品。
觀光旅遊櫃檯可協助客人安排旅遊行程。步行範圍內即有各式各樣的道地餐館可供選擇。",雙人房、四人房
719,七星潭泥作輕旅民宿,9.5,傑出,214 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/176762547.jpg?k=164b8f982ccc691ae5b30cd853a9b0f9228e603cee8950efbfc32beee9627169,https://www.booking.com/hotel/tw/qi-xing-tan-ni-zuo-qing-lu-min-su.zh-tw.html,花蓮縣大漢村七星街116號,"預訂七星潭泥作輕旅民宿可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
Come Sit Hostel 位在花蓮縣的大漢村，靠近 Qixingtan Beach 和七星潭海濱公園，提供 WiFi（免費）和免費私人停車位。
所有房型都有陽台、空調、平面電視，以及私人衛浴，並提供淋浴設施和拖鞋。為了讓您更加方便，住宿可提供額外收費的毛巾和寢具。
Come Sit Hostel 每天供應單點式早餐。
這間住宿提供露台。
最近的機場是花蓮機場，距離 Come Sit Hostel 1 公里。",海景豪華雙人房－附陽台、海景雙人房－附陽台、海景四人房、加大雙人床房－附陽台、海景四人房、四人房－附陽台
720,老林家民宿,9.4,好極了,29 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/98766448.jpg?k=b3acd8bb32a026bdacb175b15809aab3d0b1b833b1e8e2fd1f37e1d625a92670,https://www.booking.com/hotel/tw/lao-lin-jia-min-su-lin-39-s-inn.zh-tw.html,花蓮縣瑞穗鄉新生路105號,"預訂老林家民宿可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
Lin's Inn 距離瑞穗農場 6 公里，有共用休息室和花園，為了旅客的方便還提供共用廚房。
每個房型都設有戶外休息區、有線頻道平面電視、設備齊全的簡易廚房，以及附拖鞋的私人衛浴。住宿還提供冰箱、爐子和電熱水壺。
Lin's Inn 每天早上提供單點式和美式早餐兩種選擇。
最近的機場是花蓮機場，距離這間住宿 63 公里。",標準雙人房、標準雙床房、四臥室度假屋
721,夥伴旅宿,,,,https://cf.bstatic.com/xdata/images/hotel/square600/322407521.jpg?k=bd736c3936762afef15dab335be6bced22fa3054fafae8424ec0fca0810fcd79,https://www.booking.com/hotel/tw/huo-ban-lu-su.zh-tw.html,花蓮縣花蓮市Hualien City國興二街113號,"夥伴旅宿 offers accommodation in Hualien City, 1.5 km from Pine Garden and 500 metres from Hualien Tianhui Temple. This homestay is 1.2 km from Meilun Mountain Park.
The homestay comes with a flat-screen TV.
Tzu Chi Cultural Park is 1.2 km from the homestay, while Hualien Cultural Creative Industries Park is 1.6 km away. The nearest airport is Hualien Airport, 4 km from 夥伴旅宿.",標準雙人房、標準雙人房、標準雙人房、標準雙人房、標準雙人房、標準雙人房
722,醇境民宿,9.6,傑出,56 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/146084328.jpg?k=1025894a71ec138c1b64ebb5ffc515f0954f28b039deb7698bd58f2f0375e44c,https://www.booking.com/hotel/tw/chun-jing-min-su.zh-tw.html,花蓮縣花蓮市Hualien City睦和街36巷3号,"預訂醇境民宿可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
醇境民宿位於花蓮市，提供免費 WiFi 和免費停車場。
民宿距離花蓮文化創意產業園區 1.3 公里，距離松園別館 2.5 公里，可應客人要求提供免費接駁服務。
所有客房均配有空調、衣櫃、沙發、書桌和電視。私人衛浴配有浴缸或淋浴設施，備有免費盥洗用品和吹風機。部分客房設有可欣賞城市景觀的私人陽台。
旅館設有共用廚房，並為了客人的舒適，提供免費每日家事服務。服務人員樂意協助客人使用免費行李寄存服務。",標準雙人房、加大雙人床房－附陽台、四人房－附陽台
723,慈雲居民宿,9.5,傑出,13 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/92762484.jpg?k=3c987e78d88f7976bf9b6fab0f50a92415efcb5c2f3e5867cdac23d8dcd6cad4,https://www.booking.com/hotel/tw/ci-yun-ju-min-su.zh-tw.html,花蓮縣吉安吉昌二街246巷7號,"預訂慈雲居民宿可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
Ci Yun Ji B&B 位於吉安，距離吉安慶修院 600 公尺，距離蓮城蓮花園不到 2.8 公里，設有餐廳、共用休息室和 WiFi（免費）。
Ci Yun Ji B&B 每個早上供應亞洲風味早餐。
這間住宿提供租車服務。
Ci Yun Ji B&B 距離花蓮慈惠堂 3.5 公里，距離知卡宣森林公園 6 公里。最近的機場是花蓮機場，距離 Ci Yun Ji B&B 8 公里。",標準雙人房、家庭套房、四人房
724,定心閣民宿,7.5,好,28 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/32876669.jpg?k=eaa16c56870bf9f87ab5f523c16c85bb91c5d27d8030204667dafeb36b29bd8d,https://www.booking.com/hotel/tw/ding-xin-ge-min-su.zh-tw.html,花蓮縣花蓮市Hualien City林森路361巷1弄33號,"定心閣民宿位於花蓮，提供舒適的住宿和雅緻的裝潢。民宿提供往返花蓮火車站或花蓮機場之間的免費接駁服務。客人每日早晨可享用由有機食材製成的免費早餐。全館提供免費 WiFi。
民宿距離自強夜市和花蓮火車站有 5 分鐘車程。距離花​​蓮機場或七星潭風景區有 15 分鐘的計程車車程。
每間客房均配有空調、平面有線電視和冰箱。私人衛浴配有淋浴設施，備有吹風機和免費盥洗用品。部分客房設有陽台。
客人可騎免費自行車遊覽周邊地區，或參加民宿安排的賞鯨活動。預定時亦提供預訂票券服務。",雙人房、四人房
725,愛分享民宿 Love & Share House,9,好極了,6 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/284358365.jpg?k=6fad1691ed29fbf652110502edecdb1e5c89bfa6bfca93a187be2c39bfe17781,https://www.booking.com/hotel/tw/ai-fen-xiang-min-su-love-amp-share-house.zh-tw.html,花蓮縣花蓮市北昌二街6巷12弄1號,"愛分享民宿 Love & Share House 位在花蓮市，靠近慈濟靜思堂、花蓮天惠堂和花蓮文化創意產業園區，提供 WiFi（免費）。住客可以使用共用休息室。
所有房型都有陽台、空調、平面電視，以及私人衛浴，並提供淋浴設施和拖鞋。
愛分享民宿 Love & Share House 提供租車服務。
這間住宿附近的人氣景點包括花蓮城隍廟、美崙山生態公園和東線鐵道遺址。最近的機場是花蓮機場，距離愛分享民宿 Love & Share House 5 公里。",豪華雙人房－附陽台、雙人房－附外部私人衛浴、加大雙人床房－設有私人外部衛浴
726,幸福童漾,9.4,好極了,30 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/281622768.jpg?k=07f9c747d1d974082f1ace9bea8ff37908b1b0f61a7264d6342621ae4fa1d492,https://www.booking.com/hotel/tw/xing-fu-tong-yang.zh-tw.html,花蓮縣花蓮市Hualien City永興路31號,"幸福童漾親子民宿提供全館免費 WiFi，另設有兒童遊樂設施。民宿距離花蓮港 10 分鐘車程。民宿附近設有停車位。
幸福童漾親子民宿距離花蓮機場 10 分鐘車程；距離花蓮火車站 12 分鐘車程；距離美麗的七星潭海灘 15 分鐘車程。
每間客房呈現不同風格，並設有空調。客房的私人衛浴內提供淋浴設施、免費盥洗用品和吹風機。
民宿附近有多樣化的餐飲選擇。",標準四人房、經典三人房、家庭房－附衛浴、舒適三人房－附淋浴
727,瑞穗林家茶園優質民宿,7.8,好,87 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/60292413.jpg?k=f3837ba9670a70bc6d2985709346470cd835c989e6e73b28d7ad96393caf3a0f,https://www.booking.com/hotel/tw/rui-sui-lin-jia-cha-yuan-you-zhi-min-su.zh-tw.html,花蓮縣瑞穗鄉中正南路二段74-8號,"預訂瑞穗林家茶園優質民宿可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
瑞穗林家茶園優質民宿位在瑞穗鄉，距離瑞穗牧場 4 公里，提供設備齊全的住宿空間及免費 WiFi。
此民宿供應亞洲風味早餐。 
另設有公共休息區，供住客放鬆休憩。 
最近的機場是花蓮機場，距離 78 公里。館內提供免費機場接駁服務。",加大雙人床房、高級加大雙人床房－附 2 張加大雙人床、家庭房－附私人衛浴、標準雙床房、豪華四人房、經濟雙人房－無窗
728,70號民宿,8.5,非常好,88 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/163159027.jpg?k=05142d4ddfa6bdfef66e5d21ce3fa93d5f98695e77447d532c1a0ce0ff1ab8e2,https://www.booking.com/hotel/tw/70.zh-tw.html,花蓮縣花蓮市Hualien City德安二街70號,"NO. 70 位於花蓮縣的花蓮市，距離 Beibin Park Beach 不到 2.2 公里，提供 WiFi（免費）、兒童遊樂場、共用休息室和免費私人停車位。
每個房型都設有陽台、設備齊全且附微波爐的廚房、附沙發的座位區、平面電視、洗衣機以及附淋浴設施和拖鞋的私人衛浴。住宿也提供冰箱和電熱水壺。
NO. 70 提供陽光露台。
這間住宿附近的人氣景點包括花蓮文化創意產業園區、花蓮城隍廟和東線鐵道遺址。最近的機場是花蓮機場，距離 NO. 70 6 公里。",公寓－樓中樓、雙人或雙床房－附私人衛浴、特大雙人床套房－附陽台、豪華 Villa、四人房－附浴缸
729,香榭麗舍庭園民宿,8.6,很棒,27 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/218895894.jpg?k=31ad34be8030cf600f8c501c8f7c54ea6c633cf9cbd19af2e4db35cfd236bc1c,https://www.booking.com/hotel/tw/xiang-xie-li-she-ting-yuan-min-su.zh-tw.html,花蓮縣平和村大學路二段63巷108弄31號,"香榭麗舍庭園民宿位於花蓮，提供免費自行車。民宿亦提供免費 WiFi。
客房配有電視和空調。私人衛浴備有吹風機、免費盥洗用品和拖鞋。額外設施包括書桌和清潔用品。
香榭麗舍庭園民宿設有花園。住客可於館內或附近地區享受騎自行車等各種活動的樂趣。住宿設有免費停車位。",經濟雙人房、高級雙人房、經典四人房、三人房、標準雙人房、園景豪華雙人房或雙床房、園景三人房、四人房－附私人衛浴、家庭房－附衛浴
730,好康Spots 民宿,8.1,非常好,41 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/55641710.jpg?k=931cb3390c42102ec9a9466861fa834662a561404128b9662a9e5e09e8f88749,https://www.booking.com/hotel/tw/hao-kang-spotsmin-su.zh-tw.html,花蓮縣花蓮市Hualien City富祥街59 號,"Howcome spots homestay 位在花蓮市，距離松園別館 4 公里，有免費自行車租借服務、免費私人停車位和花園。這間住宿距離美崙山生態公園約 2.9 公里，距離東線鐵道遺址約 2.9 公里，距離花蓮文化創意產業園區約 3 公里。住宿提供 WiFi（免費）和行李寄放服務。
Howcome spots homestay 的客房均有空調、有線頻道電視、 Nintendo Wii 遊戲機，以及附淋浴設施的私人衛浴，且提供浴袍和拖鞋。這間住宿的每間客房都有寢具和毛巾。
Howcome spots homestay 附近的人氣景點包括慈濟靜思堂、花蓮縣立體育場和花蓮天惠堂。最近的機場是花蓮機場，距離 Howcome spots homestay 4 公里。",經濟雙人房、舒適四人房
731,真愛民宿,8.9,很棒,32 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/76456426.jpg?k=e387728f4b88d9d95305b75426eaa97be02cb3b8e7f3f5e86d7bd59c041602ca,https://www.booking.com/hotel/tw/love-bnb.zh-tw.html,花蓮縣吉安仁里五街65巷2號,"預訂真愛民宿可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
Love B&B 距離花蓮市區僅 5 分鐘車程。設有舒適客房、免費 WiFi 、私人花園、烤肉設施，另免費提供自行車，可供住客遊覽周圍地區。
此住宿距離慈惠堂、勝安宮均為 5 分鐘車程；距離彩虹夜市、自強夜市均為 10 分鐘車程；距離遠雄海洋公園或鯉魚潭則為 20 分鐘車程。
客房均鋪設地毯，設有空調、沙發、平面有線電視、冰箱、獨立衛浴，並可欣賞花園景緻。
館內設有魚塭、共用休息室、免費公共停車場，觀光旅遊櫃檯可協助安排旅遊行程、機場接駁服務。",標準雙人房、標準四人房
732,發現民宿,7.7,好,9 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/33369170.jpg?k=828ef05cae483022551a2a1984b9f9dfcd77b0d0a0b6b078ca377112850d0556,https://www.booking.com/hotel/tw/discovery105.zh-tw.html,花蓮縣花蓮市Hualien City國聯二路105號,"Discovery B&B 位在花蓮市，距離 Beibin Park Beach 2.1 公里，距離松園別館 3.1 公里，提供WiFi（免費），享有市景。
所有房型均有空調和有線頻道平面電視。
如果住客想探索該地區，可以在附近地區騎自行車。
Discovery B&B 距離花蓮天惠堂 600 公尺，距離慈濟靜思堂 1.9 公里。最近的機場是花蓮機場，距離這間住宿 4 公里。",舒適四人房、特大雙人床套房、豪華雙人房－附浴缸、舒適雙人房－附淋浴、經典雙人房－附陽台、高級雙人房－附露台
733,掃叭頂景觀民宿(撞牆水餃),8.9,很棒,8 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/297443959.jpg?k=0304b27a595383998495b0ee683c38c48d26107b44fbb6745cd3da214edf0562,https://www.booking.com/hotel/tw/sao-ba-ding-jing-guan-min-su-zhuang-qiang-shui-jiao.zh-tw.html,花蓮縣瑞穗鄉舞鶴村211-1號,"Sao Ba Ding Homestay 位在瑞穗鄉，提供 WiFi（免費）、平面電視、餐廳和花園。
每個房型都提供附淋浴設施、吹風機和免費盥洗用品的私人衛浴。
Sao Ba Ding Homestay 每天供應亞洲風味早餐。
這間住宿提供露台。
Sao Ba Ding Homestay 距離瑞穗農場 2.9 公里。最近的機場是花蓮機場，距離 Sao Ba Ding Homestay 68 公里。",標準雙人房、標準四人房
734,家有囍宿,8.5,非常好,6 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/57543985.jpg?k=bc5befb5ee4734dd9aca702e29eb86b7d85704e0db00510f16676ae3ea0ae95d,https://www.booking.com/hotel/tw/happy-home-homestay.zh-tw.html,花蓮縣花蓮市Hualien City建華路59號,"家有囍宿距離自強夜市約 10 分鐘車程，提供空調客房和免費自行車租賃服務，設有免費 WiFi。
從民宿搭乘計程車前往花蓮火車站約 13 分鐘即可抵達。民宿距離松園別館約 15 分鐘車程，距離七星潭風景區約 20 分鐘車程。
客房均設有平面電視、空調和休息區。私人衛浴附淋浴設施、吹風機和免費盥洗用品。
民宿設有共用休息室。客人可至觀光旅遊櫃檯獲取周邊旅遊資訊，或從事騎自行車等活動。民宿附近設有免費公共停車場。",雙人房－附陽台、豪華雙人房－附陽台、四人房－附陽台、奢華四人房、樓中樓四人房
735,微甜彩虹民宿,9.7,傑出,73 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/104240406.jpg?k=c2343134b301297f7b280b737194817ac5ed1ef5bebf097eaf93670272e17b1a,https://www.booking.com/hotel/tw/sweet-rainbow-homestay-hualien.zh-tw.html,花蓮縣花蓮市Hualien City民主裡北濱街12巷12號,"微甜彩虹民宿為色彩繽紛的精品飯店，距離花蓮市中心僅有 10 分鐘的步行路程，距離海邊僅有一箭之遙。民宿提供每日早餐、免費自行車租賃服務和免費 WiFi。
客房舖有木地板，設有空調、平面有線電視、沙發以及私人衛浴，衛浴配有盥洗用品和吹風機。
客人可於觀光旅遊櫃檯安排旅行事宜，或前往接待櫃台尋求票券和禮賓服務方面的幫助。另提供免費洗衣服務。附近設有免費的公共停車位。
民宿位於花蓮，位置便利，客人可以在 3 分鐘內輕鬆步行至東大門夜市或海灘。民宿距離花蓮火車站有 10 分鐘的車程。客人可以欣賞太平洋的美景。",標準雙人房、標準三人房、標準家庭房（6 名成人）、高級雙人房
736,書櫃裸睡,,,,https://cf.bstatic.com/xdata/images/hotel/square600/308570762.jpg?k=771d5b1196cb0bf47c3254d71505cdc475ccafdcc0f7ca20b1f3e088a1e600fc,https://www.booking.com/hotel/tw/luo-shui.zh-tw.html,花蓮縣花蓮市Hualien City和平路332號,"Sleep Naked by the Bookshelf 位置超棒，位於花蓮市，設有酒吧和 WiFi（免費），距離 Beibin Park Beach 、松園別館和花蓮城隍廟僅有很短的路程。
每個房型都設有私人衛浴和淋浴設施、空調、平面電視以及冰箱。
Sleep Naked by the Bookshelf 提供租車服務。
這間住宿附近的人氣景點包括花蓮文化創意產業園區、東線鐵道遺址和花蓮鐵道文化園區。最近的機場是花蓮機場，距離 Sleep Naked by the Bookshelf 6 公里。",加大雙人床房、日式四人房、加大雙人床房
737,袋鼠民宿,7.9,好,21 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/126295390.jpg?k=eaf1dc787f05fd610c8234bf210c892dc9ce92e378182f491ba12e3b3c95732f,https://www.booking.com/hotel/tw/dai-shu-min-su-bei-bao-ke.zh-tw.html,花蓮縣花蓮市Hualien City國民十二街28號,"Kangaroo Homestay 位於花蓮縣的花蓮市，靠近花蓮天惠堂和美崙山生態公園，提供 WiFi（免費）和免費私人停車位。
Kangaroo Homestay 設有附淋浴設施的私人衛浴，並提供平面電視、拖鞋和吹風機。為了讓您更加方便，住宿可提供額外收費的毛巾和寢具。
住客還可以在共用休息室放鬆身心。
這間住宿距離 Beibin Park Beach 2.4 公里，距離松園別館 3.1 公里。最近的機場是花蓮機場，距離 Kangaroo Homestay 3 公里。",家庭房、標準四人房、四人房、雙人房、四人房
738,彤話故事親子主題民宿,9.1,好極了,39 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/89531228.jpg?k=f4ffd86f4ab4e96c850dd1f0cb082cbb9daa4b056a764ca9c9ca374fdab2a188,https://www.booking.com/hotel/tw/tong-hua-gu-shi-qin-zi-zhu-ti-min-su.zh-tw.html,花蓮縣花蓮市Hualien City中美路63-6號,"Tong's Story Paternity B&B 位於花蓮市，距離 Beibin Park Beach 1.1 公里，距離松園別館不到 1 公里，提供 WiFi（免費）和空調。住宿設有附兒童遊樂區的花園，開放住客使用。
Tong's Story Paternity B&B 設有附淋浴設施的私人衛浴，並提供電視、拖鞋和吹風機。為了讓您更加方便，住宿可提供額外收費的毛巾和寢具。
這間住宿每個早上供應美式早餐。
Tong's Story Paternity B&B 有露台。
Tong's Story Paternity B&B 附近的人氣景點包括北濱公園、花蓮縣石雕博物館和美崙山生態公園。最近的機場是花蓮機場，距離這間住宿 4 公里。",四人房－附浴缸、四人房－附淋浴、四人房－附外部私人衛浴、三人房－附淋浴
739,五葉松民宿-電梯民宿 近慈濟中小學及慈科大及人社院,9.4,好極了,116 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/300156394.jpg?k=e0bdc192ba107298b0eb89013e1f4fc75d48c0f2529e33a0c957574b21d252e7,https://www.booking.com/hotel/tw/wu-xie-song-min-su.zh-tw.html,"花蓮縣花蓮市Hualien CityNo.25, Jielin 3rd Street","預訂五葉松民宿-電梯民宿 近慈濟中小學及慈科大及人社院可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
五葉松民宿-電梯民宿近慈濟中小學及慈科大及人社院位在花蓮市，距離松園別館 6 公里，距離花蓮縣立體育場不到 2.6 公里，設有共用休息室、花園和 WiFi（免費）。
所有房型都有陽台、空調、平面電視，以及私人衛浴，並提供淋浴設施和拖鞋。
五葉松民宿-電梯民宿近慈濟中小學及慈科大及人社院每天供應亞洲風味早餐。
這間住宿提供露台。
五葉松民宿-電梯民宿近慈濟中小學及慈科大及人社院距離慈濟靜思堂 3.6 公里，距離花蓮天惠堂 4.2 公里。最近的機場是花蓮機場，距離五葉松民宿-電梯民宿近慈濟中小學及慈科大及人社院 6 公里。",山景雙床房、山景四人房、加大雙人床房
740,海邊名人50,9.7,傑出,4 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/311147881.jpg?k=26a5b597ffe27404d7bff53ab96467d4e882c57c46094163e2e12739a9210114,https://www.booking.com/hotel/tw/hai-bian-ming-ren-50-hua-lian-xian.zh-tw.html,花蓮縣花蓮市名人50號,"Set in Ji'an Township in the Hualien County region, with Nanbin Park and Hualien City God Temple nearby, Haibian Mingren 50 offers accommodation with free private parking.
Fitted with a terrace, the units offer air conditioning and feature a flat-screen TV and a private bathroom with shower and slippers. A fridge and kettle are also featured.
After a day of hiking or cycling, guests can relax in the garden or in the shared lounge area.
Blue Coastal Beach is 300 meters from the bed and breakfast, while Pine Garden is 3 km away. The nearest airport is Hualien Airport, 7 km from Haibian Mingren 50.",雙床房、四人房
